Unnamed: 0,Book,Author,Description,Genres,Avg_Rating,Num_Ratings,Genre_Label
4362,"Forever Peace (The Forever War, #3)",Joe Haldeman,2043 A.D.: The Ngumi War rages. A burned-out soldier and his scientist lover discover a secret that could put the universe back to square one. And it is not terrifying. It is tempting...,"['Science Fiction', 'Fiction', 'Hugo Awards', 'War', 'Science Fiction Fantasy', 'Military Fiction', 'Speculative Fiction']",3.75,20566.0,0.0
4364,Woman on the Edge of Time,Marge Piercy,"After being unjustly committed to a mental institution, Connie Ramos is contacted by an envoy from the year 2137, who shows her a utopian future of sexual and racial equality and environmental harmony.But Connie also bears witness to another potential outcome: a dystopian society of grotesque exploitation. One will become our world. And Connie herself may strike the decisive blow...","['Fiction', 'Science Fiction', 'Feminism', 'Time Travel', 'Dystopia', 'Fantasy', 'Speculative Fiction']",3.94,16148.0,0.0
4367,"The Hostile Hospital (A Series of Unfortunate Events, #8)",Lemony Snicket,"There is nothing to be found in the pages of these books but misery and despair. You still have time to choose something else to read. But if you must know what unpleasantries befall the charming and clever Baudelaire children read on...The Hostile Hospital - There are many pleasant things to read about, but this book contains none of them. Within its pages are such burdensome details as a suspicious shopkeeper, unnecessary surgery, heartshaped balloons, and some very starling news about a fire. Clearly you do not want to read about such things.","['Fiction', 'Young Adult', 'Childrens', 'Middle Grade', 'Fantasy', 'Mystery', 'Adventure']",3.99,112944.0,0.0
4372,The Other Side of Midnight (Midnight #1),Sidney Sheldon,"Paris...Washington...a peaceful Midwestern campus...a fabulous villa in Greece...all part of a terrifying web of intrigue and treachery as a ruthless trio of human beings - an incredibly beautiful film star, a legendary Greek tycoon, a womanizing international adventurer- use an innocent American girl as a bewildered, horror-stricken pawn in a desperate game of vengeance and betrayal, love and lust, life and death...","['Fiction', 'Thriller', 'Mystery', 'Romance', 'Suspense', 'Mystery Thriller', 'Crime']",3.94,46795.0,1.0
4375,"Lady Midnight (The Dark Artifices, #1)",Cassandra Clare,"The Shadowhunters of Los Angeles star in the first novel in Cassandra Clare’s newest series, The Dark Artifices, a sequel to the internationally bestselling Mortal Instruments series. Lady Midnight is a Shadowhunters novel.It’s been five years since the events of City of Heavenly Fire that brought the Shadowhunters to the brink of oblivion. Emma Carstairs is no longer a child in mourning, but a young woman bent on discovering what killed her parents and avenging her losses.Together with her parabatai Julian Blackthorn, Emma must learn to trust her head and her heart as she investigates a demonic plot that stretches across Los Angeles, from the Sunset Strip to the enchanted sea that pounds the beaches of Santa Monica. If only her heart didn’t lead her in treacherous directions…Making things even more complicated, Julian’s brother Mark—who was captured by the faeries five years ago—has been returned as a bargaining chip. The faeries are desperate to find out who is murdering their kind—and they need the Shadowhunters’ help to do it. But time works differently in faerie, so Mark has barely aged and doesn’t recognize his family. Can he ever truly return to them? Will the faeries really allow it? Glitz, glamours, and Shadowhunters abound in this heartrending opening to Cassandra Clare’s Dark Artifices series.","['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Urban Fantasy', 'Young Adult Fantasy', 'Fiction']",4.37,216062.0,0.0
4376,"Flame in the Mist (Flame in the Mist, #1)",Renée Ahdieh,"The only daughter of a prominent samurai, Mariko has always known she’d been raised for one purpose and one purpose only: to marry. Never mind her cunning, which rivals that of her twin brother, Kenshin, or her skills as an accomplished alchemist. Since Mariko was not born a boy, her fate was sealed the moment she drew her first breath.So, at just seventeen years old, Mariko is sent to the imperial palace to meet her betrothed, a man she did not choose, for the very first time. But the journey is cut short when Mariko’s convoy is viciously attacked by the Black Clan, a dangerous group of bandits who’ve been hired to kill Mariko before she reaches the palace.The lone survivor, Mariko narrowly escapes to the woods, where she plots her revenge. Dressed as a peasant boy, she sets out to infiltrate the Black Clan and hunt down those responsible for the target on her back. Once she’s within their ranks, though, Mariko finds for the first time she’s appreciated for her intellect and abilities. She even finds herself falling in love—a love that will force her to question everything she’s ever known about her family, her purpose, and her deepest desires.","['Fantasy', 'Young Adult', 'Romance', 'Retellings', 'Young Adult Fantasy', 'Historical Fiction', 'Fiction']",3.86,44431.0,0.0
4380,"Perfect Chemistry (Perfect Chemistry, #1)",Simone Elkeles,"A fresh, urban twist on the classic tale of star-crossed lovers.When Brittany Ellis walks into chemistry class on the first day of senior year, she has no clue that her carefully created 'perfect' life is about to unravel before her eyes. She's forced to be lab partners with Alex Fuentes, a gang member from the other side of town, and he is about to threaten everything she's worked so hard for: her flawless reputation, her relationship with her boyfriend, and the secret that her home life is anything but perfect. Alex is a bad boy and he knows it. So when he makes a bet with his friends to lure Brittany into his life, he thinks nothing of it. But soon Alex realizes Brittany is a real person with real problems, and suddenly the bet he made in arrogance turns into something much more.In a passionate story about looking beneath the surface, Simone Elkeles breaks through the stereotypes and barriers that threaten to keep Brittany and Alex apart.","['Romance', 'Young Adult', 'Contemporary', 'High School', 'Contemporary Romance', 'Fiction', 'New Adult']",4.04,257164.0,1.0
4381,"Linger (The Wolves of Mercy Falls, #2)",Maggie Stiefvater,"the longing.Once Grace and Sam have found each other, they know they must fight to stay together. For Sam, this means a reckoning with his werewolf past. For Grace, it means facing a future that is less and less certain.the loss.Into their world comes a new wolf named Cole, whose past is full of hurt and danger. He is wrestling with his own demons, embracing the life of a wolf while denying the ties of being a human.the linger.For Grace, Sam, and Cole, life a constant struggle between two forces - wolf and human - with love baring its two sides as well. It is harrowing and euphoric, freeing and entrapping, enticing and alarming. As their world falls apart, love is what lingers. But will it be enough?","['Young Adult', 'Fantasy', 'Romance', 'Paranormal', 'Werewolves', 'Fiction', 'Paranormal Romance']",3.88,165948.0,0.0
4382,Tales of Mystery and Imagination,Edgar Allan Poe,"Spiral into a dimly lit world, down streets lined with madmen and their black deeds, through the cold twists of the catacombs, and into rooms where secrets dwell. From the tortured mind of Edgar Allan Poe, these three tales, ""The Black Cat,"" ""The Fall of the House of Usher,"" and ""The Cask of Amontillado,"" speak to the hidden places inside us all.Capturing the mist and shadows rising from the stories are illustrations by prominent artist Gary Kelley. Angular and dark, his work heightens the Gothic terror that is Poe's trademark and creates windows into Poe's world.","['Classics', 'Horror', 'Fiction', 'Short Stories', 'Mystery', 'Gothic', 'Fantasy']",4.11,9320.0,0.0
4386,"The End (A Series of Unfortunate Events, #13)",Lemony Snicket,"The last volume of the fabulously popular A Series of Unfortunate Events series, in which the history of the Baudelaire orphans is brought to its end.You are presumably looking at the back of this book, or the end of the end. The end of the end is the best place to begin the end, because if you read the end from the beginning of the beginning of the end to the end of the end of the end, you will arrive at the end of the end of your rope. This book is the last in A Series of Unfortunate Events, and even if you braved the previous twelve volumes, you probably can't stand such unpleasantries as a fearsome storm, a suspicious beverage, a herd of wild sheep, an enormous bird cage, and a truly haunting secret about the Baudelaire parents. It has been my solemn occupation to complete the history of the Baudelaire orphans, and at last I am finished. You likely have some other occupation, so if I were you I would drop this book at once, so the end does not finish you. With all due respect, Lemony Snicket","['Fiction', 'Young Adult', 'Childrens', 'Middle Grade', 'Fantasy', 'Mystery', 'Adventure']",4.03,102654.0,0.0
4387,"Glass Houses (The Morganville Vampires, #1)",Rachel Caine,"From the author of the popular Weather Warden series comes the debut of an exciting new series set in Morganville, Texas, where you would be well advised to avoid being out after dark.College freshman Claire Danvers has had enough of her nightmarish dorm situation. When Claire heads off-campus, the imposing old house where she finds a room may not be much better. Her new roommates don't show many signs of life, but they'll have Claire's back when the town's deepest secrets come crawling out, hungry for fresh blood. Will she be able to face the town's terror or will she drown like everyone else?","['Vampires', 'Young Adult', 'Paranormal', 'Fantasy', 'Urban Fantasy', 'Romance', 'Supernatural']",3.91,99257.0,0.0
4388,"The Arctic Incident  (Artemis Fowl, #2)",Eoin Colfer,"Artemis Fowl wants to find his father, held hostage in Russia; Holly Short wants to find who’s supplying the goblins with human technology; Foaly wants to find out who’s disabled all the LEP Technology and pointed the finger at him. Artemis has received a ransom demand for his father but is captured by the LEP who suspect him of supplying the goblins with dangerous Human technology (batteries). He convinces them he’s innocent and agrees to help them if they help him free his father. Meanwhile, down in the underground world, chaos has arisen. An unknown traitor has stolen forbidden weapons and armed a horde of trolls, setting them loose to wreak havoc on the citizens. Clues lead Captain Holly Short straight to Artemis, and she exacts a small bit of revenge by kidnapping him, just as he once kidnapped her. But soon she learns that Artemis isn’t behind the chaos, and if she’s to have any hope of stopping it, she will need his help. As a result, these onetime adversaries must now join forces—a mix that proves to be both charming and volatile.The world that Colfer creates is as vivid and fantastical as any shire, gotham, or galaxy far, far away in recent memory. Grade: A-.","['Fantasy', 'Young Adult', 'Fiction', 'Middle Grade', 'Science Fiction', 'Childrens', 'Adventure']",3.96,150262.0,0.0
4389,Artemis,Andy Weir,"Jazz Bashara is a criminal. Well, sort of. Life on Artemis, the first and only city on the moon, is tough if you're not a rich tourist or an eccentric billionaire. So smuggling in the occasional harmless bit of contraband barely counts, right? Not when you've got debts to pay and your job as a porter barely covers the rent. Everything changes when Jazz sees the chance to commit the perfect crime, with a reward too lucrative to turn down. But pulling off the impossible is just the start of her problems, as she learns that she's stepped square into a conspiracy for control of Artemis itself—and that now, her only chance at survival lies in a gambit even riskier than the first.","['Science Fiction', 'Fiction', 'Audiobook', 'Space', 'Science Fiction Fantasy', 'Adult', 'Fantasy']",3.69,243900.0,0.0
4390,"Ruin and Rising (The Shadow and Bone Trilogy, #3)",Leigh Bardugo,"▶ 
Alternative Cover Edition #1
The capital has fallen.The Darkling rules Ravka from his shadow throne.Now the nation's fate rests with a broken Sun Summoner, a disgraced tracker, and the shattered remnants of a once-great magical army.Deep in an ancient network of tunnels and caverns, a weakened Alina must submit to the dubious protection of the Apparat and the zealots who worship her as a Saint. Yet her plans lie elsewhere, with the hunt for the elusive firebird and the hope that an outlaw prince still survives.Alina will have to forge new alliances and put aside old rivalries as she and Mal race to find the last of Morozova's amplifiers. But as she begins to unravel the Darkling's secrets, she reveals a past that will forever alter her understanding of the bond they share and the power she wields. The firebird is the one thing that stands between Ravka and destruction—and claiming it could cost Alina the very future she’s fighting for.","['Fantasy', 'Young Adult', 'Romance', 'Fiction', 'Young Adult Fantasy', 'Magic', 'High Fantasy']",4.01,459801.0,0.0
4392,"Shopaholic Takes Manhattan (Shopaholic, #2)",Sophie Kinsella,"The irresistible heroine of Confessions of a Shopaholic and Shopaholic Ties the Knot is back! And this time Becky Bloomwood and her credit cards are headed across the Atlantic.... With her shopping excesses (somewhat) in check and her career as a TV financial guru thriving, Becky's biggest problem seems to be tearing her entrepreneur boyfriend, Luke, away from work for a romantic country weekend. And worse, figuring out how to pack light. But packing takes on a whole new meaning when Luke announces he's moving to New York for business--and he asks Becky to go with him! Before you can say ""Prada sample sale,"" Becky has landed in the Big Apple, home of Park Avenue penthouses and luxury boutiques. Surely it's only a matter of time until she becomes an American TV celebrity, and she and Luke are the toast of Gotham society. Nothing can stand in their way, especially with Becky's bills miles away in London. But then an unexpected disaster threatens her career prospects, her relationship with Luke, and her available credit line! Shopaholic Takes Manhattan--but will she have to return it?","['Chick Lit', 'Fiction', 'Romance', 'Contemporary', 'Humor', 'Adult', 'Adult Fiction']",3.78,120896.0,1.0
4395,Duma Key,Stephen King,"From the Flap:NO MORE THAN A DARK PENCIL LINE ON A BLANK PAGE. A HORIZON LINE, MAYBE, BUT ALSO A SLOT FOR BLACKNESS TO POUR THROUGH . . . A terrible construction site accident takes Edgar Freemantle's right arm and scrambles his memory and his mind, leaving him with little but rage as he begins the ordeal of rehabilitation. A marriage that produced two lovely daughters suddenly ends, and Edgar begins to wish he hadn't survived the injuries that could have killed him. He wants out. His psychologist, Dr. Kamen, suggests a ""geographic cure,"" a new life distant from the Twin Cities and the building business Edgar grew from scratch. And Kamen suggests something else. ""Edgar does anything make you happy?"" ""I used to sketch."" ""Take it up again. You need hedges . . . hedges against the night.""Edgar leaves Minnesota for a rented house on Duma Key, a stunningly beautiful, eerily undeveloped splinter of the Florida coast. The sun setting into the Gulf of Mexico and the tidal rattling of shells on the beach call out to him, and Edgar draws. A visit from Ilse, the daughter he dotes on, starts his movement out of solitude. He meets a kindred spirit in Wireman, a man reluctant to reveal his own wounds, and then Elizabeth Eastlake, a sick old woman whose roots are tangled deep in Duma Key. Now Edgar paints, sometimes feverishly, his exploding talent both a wonder and a weapon. Many of his paintings have a power that cannot be controlled. When Elizabeth's past unfolds and the ghosts of her childhood begin to appear, the damage of which they are capable is truly devastating.The tenacity of love, the perils of creativity, the mysteries of memory and the nature of the supernatural--Stephen King gives us a novel as fascinating as it is gripping and terrifying.","['Horror', 'Fiction', 'Thriller', 'Fantasy', 'Mystery', 'Supernatural', 'Audiobook']",3.97,116648.0,0.0
4396,"A Wind in the Door (Time Quintet, #2)",Madeleine L'Engle,"Every time a star goes out, another Echthros has won a battle.Just before Meg Murry's little brother, Charles Wallace, falls deathly ill, he sees dragons in the vegetable garden. The dragons turn out to be Proginoskes, a cherubim composed out wings and eyes, wind and flame. It is up to Meg and Proginoskes, along with Meg's friend Calvin, to save Charles Wallace's life. To do so, they must travel deep within Charles Wallace to attempt to defeat the Echthroi—those who hate—and restore brilliant harmony and joy to the rhythm of creation, the song of the universe.","['Fantasy', 'Young Adult', 'Fiction', 'Science Fiction', 'Childrens', 'Classics', 'Middle Grade']",4.0,124807.0,0.0
4399,"The Queen of Attolia (The Queen's Thief, #2)",Megan Whalen Turner,"RevengeWhen Eugenides, the Thief of Eddis, stole Hamiathes's Gift, the Queen of Attolia lost more than a mythical relic. She lost face. Everyone knew that Eugenides had outwitted and escaped her. To restore her reputation and reassert her power, the Queen of Attolia will go to any length and accept any help that is offered... she will risk her country to execute the perfect revenge....butEugenides can steal anything. And he taunts the Queen of Attolia, moving through her strongholds seemingly at will. So Attolia waits, secure in the knowledge that the Thief will slip, that he will haunt her palace one too many times.…at what price?When Eugenides finds his small mountain country at war with Attolia, he must steal a man, he must steal a queen, he must steal peace. But his greatest triumph—and his greatest loss—comes in capturing something that the Queen of Attolia thought she had sacrificed long ago...Books for the Teen Age 2001 (NYPL) and Bulletin Blue Ribbon Best of 2000 Award.","['Fantasy', 'Young Adult', 'Fiction', 'Adventure', 'Romance', 'Young Adult Fantasy', 'High Fantasy']",4.18,44129.0,0.0
4401,Kruistocht in spijkerbroek,Thea Beckman,"De zestienjarige Dolf uit Amstelveen geeft zich op als proefkonijn: hij zal door een materie-transmitter teruggeflitst worden naar de Middeleeuwen om daar één middag een kijkje te nemen. Maar door een foute berekening komt hij in het jaar 1212 terecht in een Kinderkruistocht die net uit Keulen is vertrokken en niet op het riddertoernooi in Montgivray in Midden-Frankrijk dat hij zo graag wilde bijwonen.Verbijsterd ziet hij duizenden gelovige – en vooral goedgelovige – kinderen, aan wie wonderen zijn beloofd, zingend aan hem voorbijtrekken. Zij zijn van plan met hun blote handen het Heilige Land van de Saracenen te bevrijden.Om vijf uur diezelfde middag moet Dolf weer op de afgesproken plek staan om teruggeflitst te worden naar de twintigste eeuw – tenminste, als er niets fout gaat…Lengte: 11 uur 26 minuten","['Historical Fiction', 'Fiction', 'Childrens', 'Young Adult', 'Historical', 'Fantasy', 'Time Travel']",4.05,12147.0,0.0
4408,"The Serpent's Shadow (The Kane Chronicles, #3)",Rick Riordan,"He's b-a-a-ack! Despite their best efforts, Carter and Sadie Kane can't seem to keep Apophis, the chaos snake, down. Now Apophis is threatening to plunge the world into eternal darkness, and the Kanes are faced with the impossible task of having to destroy him once and for all. Unfortunately, the magicians of the House of Life are on the brink of civil war, the gods are divided, and the young initiates of Brooklyn House stand almost alone against the forces of chaos. The Kanes' only hope is an ancient spell that might turn the serpent's own shadow into a weapon, but the magic has been lost for a millennia. To find the answer they need, the Kanes must rely on the murderous ghost of a powerful magician who might be able to lead them to the serpent's shadow . . . or might lead them to their deaths in the depths of the underworld. Nothing less than the mortal world is at stake when the Kane family fulfills its destiny in this thrilling conclusion to the Kane Chronicles. ","['Fantasy', 'Mythology', 'Young Adult', 'Middle Grade', 'Fiction', 'Adventure', 'Magic']",4.29,151839.0,0.0
4413,"Blood of Elves (The Witcher, #1)",Andrzej Sapkowski,"The New York Times bestselling series that inspired the international hit video game: The Witcher.For over a century, humans, dwarves, gnomes, and elves have lived together in relative peace. But times have changed, the uneasy peace is over, and now the races are fighting once again. The only good elf, it seems, is a dead elf.Geralt of Rivia, the cunning assassin known as The Witcher, has been waiting for the birth of a prophesied child. This child has the power to change the world - for good, or for evil.As the threat of war hangs over the land and the child is hunted for her extraordinary powers, it will become Geralt's responsibility to protect them all - and the Witcher never accepts defeat.The Witcher returns in this sequel to The Last Wish, as the inhabitants of his world become embroiled in a state of total war.","['Fantasy', 'Fiction', 'Audiobook', 'High Fantasy', 'Polish Literature', 'Adult', 'Adventure']",4.1,181064.0,0.0
4415,Tempus Unbound,Janet E. Morris,"Is this the Lemuria of antiquity, or of times to come? Once you've ridden the storm clouds of heaven from the edge of time, anything is possible.Demonic hordes threaten to destroy the very fabric of time itself. The fate of all humanity rests on the shoulders of Tempus the Black, Favorite of the Storm God. But even this hero of legend will encounter a challenge he has never faced before . . . present-day New York City.","['Fantasy', 'Fiction']",4.14,111.0,0.0
4417,"Warcross (Warcross, #1)",Marie Lu,"For the millions who log in every day, Warcross isn’t just a game—it’s a way of life. The obsession started ten years ago and its fan base now spans the globe, some eager to escape from reality and others hoping to make a profit. Struggling to make ends meet, teenage hacker Emika Chen works as a bounty hunter, tracking down players who bet on the game illegally. But the bounty hunting world is a competitive one, and survival has not been easy. Needing to make some quick cash, Emika takes a risk and hacks into the opening game of the international Warcross Championships—only to accidentally glitch herself into the action and become an overnight sensation.Convinced she’s going to be arrested, Emika is shocked when instead she gets a call from the game’s creator, the elusive young billionaire Hideo Tanaka, with an irresistible offer. He needs a spy on the inside of this year’s tournament in order to uncover a security problem . . . and he wants Emika for the job. With no time to lose, Emika’s whisked off to Tokyo and thrust into a world of fame and fortune that she’s only dreamed of. But soon her investigation uncovers a sinister plot, with major consequences for the entire Warcross empire.","['Young Adult', 'Science Fiction', 'Fantasy', 'Dystopia', 'Fiction', 'Romance', 'Audiobook']",4.15,108337.0,0.0
4418,"The Winter King (The Warlord Chronicles, #1)",Bernard Cornwell,"Uther, the High King, has died, leaving the infant Mordred as his only heir. His uncle, the loyal and gifted warlord Arthur, now rules as caretaker for a country which has fallen into chaos - threats emerge from within the British kingdoms while vicious Saxon armies stand ready to invade. As he struggles to unite Britain and hold back the enemy at the gates, Arthur is embroiled in a doomed romance with beautiful Guinevere. Will the old-world magic of Merlin be enough to turn the tide of war in his favour?","['Historical Fiction', 'Fantasy', 'Fiction', 'Historical', 'Arthurian', 'Mythology', 'Medieval']",4.26,44838.0,0.0
4419,Gnomes,Wil Huygen,"Abrams launched Gnomes into the hearts of Americans in 1977 and quickly racked up astrognomic sales in bookstores across the country, ultimately achieving a 62-week run on the New York Times best-seller list. Come join in the 20th-anniversary fun as gnomania strikes again!Did you know that gnome couples always have twin children? Or that a gnome is seven times as strong as a human? Do you want to hear some gossip from the gnome who knew Rembrandt? Dutch artist Rien Poortvliet's charming illustrations and physician Wil Huygen's detailed observations of the gnomes' habits, anatomy, and lifestyle are a delight for readers of all ages. Children will adore the gnome family's underground home and the constant interaction with animals; adults will appreciate the tongue-in-cheek scientific data. Gnomebody is immune to the gnomes' tremendous appeal--and a whole new generation is waiting to love them for the first time!","['Fantasy', 'Art', 'Fiction', 'Childrens', 'Picture Books', 'Humor', 'Mythology']",4.05,34133.0,0.0
4421,"The Novice (Black Magician Trilogy, #2)",Trudi Canavan,"""Even if a magician's powers surface of their own accord, he will soon be dead if he does not gain the knowledge of how to control them."" Alone among all the novices in the Magicians' Guild, only Sonea comes from lowly beginnings. Yet she has won powerful allies—including Lord Dannyl, newly promoted to Guild Ambassador. But Dannyl must now depart for the Elyne court, leaving Sonea at the mercy of the lies and malicious rumors her enemies are busy spreading ... until the High Lord Akkarin steps in. The price of Akkarin's support is dear, however, because Sonea, in turn, must protect his mysteries and a secret that could lead a young novice mage deep into the darkness. Meanwhile, Dannyl's first order to resume High Lord Akkarin's long abandoned research into ancient magical knowledge is setting him on an extraordinary journey fraught with unanticipated peril as he moves ever-closer to a future both wondrous ... and terrible.","['Fantasy', 'Magic', 'Young Adult', 'Fiction', 'High Fantasy', 'Epic Fantasy', 'Adventure']",4.08,57642.0,0.0
4427,Brida,Paulo Coelho,"O livro conta a história de Brida O' Fern, uma irlandesa de 21 anos em busca da magia e dos poderes ocultos. Durante sua busca, Brida conhece um mago, Mago de Folk, que promete ensiná-la através da Tradição do Sol, que explica tudo através da natureza e de suas manifestações divinas. Mas Brida toma, na verdade, como mestra, Wicca, uma bela mulher que lhe ensina através da Tradição da Lua, a antiga Tradição das Bruxas, que explica o Universo através da Sabedoria e do Tempo. Sua evolução espiritual e sua busca pela Outra Parte (a famosa alma gêmea) estão retratadas neste livro emocionante e tão interessante quanto os outros livros do autor - segue contudo, o estilo altamente ""místico"" como ""O Diário de um Mago"" e ""O Alquimista"".","['Fiction', 'Fantasy', 'Philosophy', 'Romance', 'Novels', 'Spirituality', 'Inspirational']",3.5,76427.0,0.0
4429,Married to the Bad Boy,Letty Scott,"  ✔ Mind Blown ✔Action Packed ✔Heartthrob ✔Page Turner ✔Bad Boy     “I didn't marry him out of love, nor because I liked him. I didn't marry him for his family money or wealth, or for popularity. Truth be told, I could care less about this guy and who he was. I Married the Bad Boy for protection.”   Kami’s life was hell. Until the bad boy came along to save her.  She never had an easy life. Most of her teenage years, all she had were bruises and bad memories. Her mother had married another man whose happiness came from hurting her.  But when Brandon appeared in her life, some things were about to change. He had seen the bruises, and how it pained her. So he did something about it. He married her to protect her.  But did Kami make the right decision marrying him? All the men in her life either left her, like her father did, or hurt her, as was the case with her step-father. There was no guarantee that Brandon wouldn't leave her, or hurt her.  What would happen to her life now that she was married to the bad boy? Will he be able to keep her from harm?","['Romance', 'High School', 'Abuse', 'Young Adult', 'New Adult', 'Contemporary', 'Contemporary Romance']",3.64,1238.0,1.0
4438,"The Naming (The Books of Pellinor, #1)",Alison Croggon,"Maerad is a slave in a desperate and unforgiving settlement, taken there as a child after her family is destroyed in war. She is unaware that she possesses a powerful gift, one that marks her as a member of the School of Pellinor. It is only when she is discovered by Cadvan, one of the great Bards of Lirigon, that her true heritage and extraordinary destiny unfold. Now she and her new teacher must survive a journey through a time and place where the forces they battle stem from the deepest recesses of otherworldly terror.Alison Croggon’s epic fantasy, the first in the Books of Pellinor quartet, is a glittering saga steeped in the rich and complex landscape of Annar, a legendary world ripe for discovery.","['Fantasy', 'Young Adult', 'Fiction', 'High Fantasy', 'Magic', 'Young Adult Fantasy', 'Adventure']",4.02,25862.0,0.0
4439,"Here Be Dragons (Welsh Princes, #1)",Sharon Kay Penman,"Thirteenth-century Wales is a divided country, ever at the mercy of England's ruthless, power-hungry King John. Then Llewelyn, Prince of North Wales, secures an uneasy truce with England by marrying the English king's beloved, illegitimate daughter, Joanna. Reluctant to wed her father's bitter enemy, Joanna slowly grows to love her charismatic and courageous husband who dreams of uniting Wales. But as John's attentions turn again and again to subduing Wales--and Llewelyn--Joanna must decide to which of these powerful men she owes her loyalty and love.A sweeping novel of power and passion, loyalty and lives, this is the book that began the trilogy that includes FALLS THE SHADOW and THE RECKONING.","['Historical Fiction', 'Fiction', 'Historical', 'Medieval', 'Fantasy', 'Romance', 'British Literature']",4.29,23369.0,0.0
4442,"It Ends with Us (It Ends with Us, #1)",Colleen Hoover,"Sometimes it is the one who loves you who hurts you the most.Lily hasn’t always had it easy, but that’s never stopped her from working hard for the life she wants. She’s come a long way from the small town in Maine where she grew up — she graduated from college, moved to Boston, and started her own business. So when she feels a spark with a gorgeous neurosurgeon named Ryle Kincaid, everything in Lily’s life suddenly seems almost too good to be true.Ryle is assertive, stubborn, maybe even a little arrogant. He’s also sensitive, brilliant, and has a total soft spot for Lily. And the way he looks in scrubs certainly doesn’t hurt. Lily can’t get him out of her head. But Ryle’s complete aversion to relationships is disturbing. Even as Lily finds herself becoming the exception to his “no dating” rule, she can’t help but wonder what made him that way in the first place.As questions about her new relationship overwhelm her, so do thoughts of Atlas Corrigan — her first love and a link to the past she left behind. He was her kindred spirit, her protector. When Atlas suddenly reappears, everything Lily has built with Ryle is threatened.","['Romance', 'Fiction', 'Contemporary', 'New Adult', 'Contemporary Romance', 'Audiobook', 'Adult']",4.27,2445389.0,1.0
4449,"The Queen of the Tearling (The Queen of the Tearling, #1)",Erika Johansen,"Magic, adventure, mystery, and romance combine in this epic debut in which a young princess must reclaim her dead mother’s throne, learn to be a ruler—and defeat the Red Queen, a powerful and malevolent sorceress determined to destroy her.On her nineteenth birthday, Princess Kelsea Raleigh Glynn, raised in exile, sets out on a perilous journey back to the castle of her birth to ascend her rightful throne. Plain and serious, a girl who loves books and learning, Kelsea bears little resemblance to her mother, the vain and frivolous Queen Elyssa. But though she may be inexperienced and sheltered, Kelsea is not defenseless: Around her neck hangs the Tearling sapphire, a jewel of immense magical power; and accompanying her is the Queen’s Guard, a cadre of brave knights led by the enigmatic and dedicated Lazarus. Kelsea will need them all to survive a cabal of enemies who will use every weapon—from crimson-caped assassins to the darkest blood magic—to prevent her from wearing the crown.Despite her royal blood, Kelsea feels like nothing so much as an insecure girl, a child called upon to lead a people and a kingdom about which she knows almost nothing. But what she discovers in the capital will change everything, confronting her with horrors she never imagined. An act of singular daring will throw Kelsea’s kingdom into tumult, unleashing the vengeance of the tyrannical ruler of neighboring Mortmesne: the Red Queen, a sorceress possessed of the darkest magic. Now Kelsea will begin to discover whom among the servants, aristocracy, and her own guard she can trust.But the quest to save her kingdom and meet her destiny has only just begun—a wondrous journey of self-discovery and a trial by fire that will make her a legend . . . if she can survive.This book will be a beautifully designed package with illustrated endpapers, a map of the Tearling, and a ribbon marker.","['Fantasy', 'Young Adult', 'Fiction', 'Dystopia', 'Magic', 'Adult', 'Young Adult Fantasy']",3.99,91772.0,0.0
4452,"The Black Cauldron (The Chronicles of Prydain, #2)",Lloyd Alexander,"Taran, the Assistant Pig-Keeper, and his friends are led into a mortal struggle with Arawn and his deathless warriors. Taran must wrest the black cauldron from them, for it is the cauldron that gives them their evil strength. But can he withstand the three enchantresses, who are determined to turn him and his companions into toads? Taran has not foreseen the awful price he will have to pay in his defence of Prydain...","['Fantasy', 'Young Adult', 'Fiction', 'Childrens', 'Middle Grade', 'Adventure', 'Classics']",4.12,63269.0,0.0
4456,The Fan Man,William Kotzwinkle,"The Fan Man is a comic novel published in 1974 by the American writer William Kotzwinkle. It is told in the first-person by the narrator, Horse Badorties, a down-at-the-heels hippie living a life of drug-fueled befuddlement in New York City c. 1970. The book is written in a colorful, vernacular ""hippie-speak"" and tells the story of the main character's hapless attempts to put together a benefit concert featuring his own hand-picked choir of 15-year-old girls.Horse is a somewhat tragic, though historically humorous, character with echoes of other famous characters in popular culture such as Reverend Jim Ignatowski of Taxi fame. In his inability to follow anything through to completion he displays symptoms of attention-deficit disorder though this could equally be drug-induced. His defining characteristic is his joy in renting or commandeering apartments which he fills with street-scavenged junk articles until full to bursting he moves on to his next ""pad"". The name ""fan man"" is a reference to another of his traits; the collecting of fans of all shapes and sizes.","['Fiction', 'Humor', 'Novels', 'Literature', 'Comedy', 'Contemporary', 'New York']",4.04,1413.0,3.0
